size_bytes,round_index,enc_ns,dec_ns,energy_mWh
65536,13,2485930,3509300,0.068192
65536,14,1733630,3269220,0.068192
65536,15,2282060,3198240,0.068192
65536,16,2228020,3215130,0.068192
65536,17,2265640,2911550,0.068192
65536,18,2132950,3029980,0.068192
65536,19,1962980,2770030,0.068192
65536,20,2024970,2948650,0.068192
65536,21,2087920,2983880,0.068192
65536,22,2189850,2600120,0.068192
65536,23,1958710,2921760,0.068192
65536,24,2246480,2649840,0.068192
65536,25,1963980,2951550,0.068192
65536,26,2122790,2969390,0.068192
65536,27,1841820,3044930,0.068192
65536,28,2131420,2879420,0.068192
65536,29,1943320,2929860,0.068192
65536,30,2290560,3009690,0.068192
131072,1,4030000,5530970,0.119503
131072,2,3957780,5465260,0.119503
131072,3,3785190,5618810,0.119503
131072,4,3897690,5515600,0.119503
131072,5,3727500,5765100,0.119503
131072,6,3823970,5557490,0.119503
131072,7,3924580,5442480,0.119503
131072,8,3914090,5668910,0.119503
131072,9,3908390,5362780,0.119503
131072,10,3831310,5574370,0.119503
131072,11,3714630,5307350,0.119503
131072,12,3933710,5736880,0.119503
131072,13,3835220,5406000,0.119503
131072,14,3784560,5344610,0.119503
131072,15,3906590,5506690,0.119503
131072,16,5157540,5821940,0.119503
131072,17,3817860,5349970,0.119503
131072,18,3887230,5465670,0.119503
131072,19,3791550,5836930,0.119503
131072,20,3852430,5476980,0.119503
131072,21,3768430,5422950,0.119503
131072,22,3680950,5498690,0.119503
131072,23,3839850,5672290,0.119503
131072,24,3807940,5525700,0.119503
131072,25,3870570,5369260,0.119503
131072,26,3914870,5475920,0.119503
131072,27,4091420,5533840,0.119503
131072,28,3847230,5410280,0.119503
131072,29,4156250,5435240,0.119503
131072,30,3940440,5458170,0.119503
262144,1,7282950,10507730,0.241556
262144,2,7026350,10824490,0.241556
262144,3,7809870,13461770,0.241556
262144,4,9121070,13520960,0.241556
262144,5,8516280,11041300,0.241556
262144,6,7367110,10653630,0.241556
262144,7,7527960,10875050,0.241556
262144,8,7214940,10996880,0.241556
262144,9,7415150,10961240,0.241556
262144,10,7187150,11011220,0.241556
262144,11,7389940,10793120,0.241556
262144,12,7391590,10985450,0.241556
262144,13,8356520,11118200,0.241556
262144,14,7501060,10863070,0.241556
262144,15,7196150,10754220,0.241556
262144,16,7347020,10440320,0.241556
262144,17,7354160,10904790,0.241556
262144,18,7286110,10800130,0.241556
262144,19,7323660,10879000,0.241556
262144,20,7587900,10488140,0.241556
262144,21,7249840,10410260,0.241556
262144,22,7313370,10330750,0.241556
262144,23,7332000,10587820,0.241556
262144,24,8201680,11062150,0.241556
262144,25,7571590,13160170,0.241556
262144,26,9789660,11707770,0.241556
262144,27,13622210,11284720,0.241556
262144,28,9210100,11171910,0.241556
262144,29,7593780,11474320,0.241556
262144,30,7475910,10617670,0.241556
524288,1,14444680,22019920,0.458614
524288,2,14654220,21605030,0.458614
524288,3,14245200,21887690,0.458614
524288,4,14848080,21740870,0.458614
524288,5,14143890,22273730,0.458614
524288,6,14371650,22470490,0.458614
524288,7,14368750,22175510,0.458614
524288,8,14708020,22039150,0.458614
524288,9,14387140,22411800,0.458614
524288,10,14781670,22555300,0.458614
524288,11,14919450,21677200,0.458614
524288,12,14642370,21628520,0.458614
524288,13,14470760,21907790,0.458614
524288,14,14319940,21802480,0.458614
524288,15,14619370,21836370,0.458614
524288,16,14658760,22079070,0.458614
524288,17,14142680,21892220,0.458614
524288,18,14243260,21806120,0.458614
524288,19,14408900,21685920,0.458614
524288,20,14302930,21938950,0.458614
524288,21,14396970,21324010,0.458614
524288,22,15425140,21312590,0.458614
524288,23,15752580,21905040,0.458614
524288,24,14257110,21823540,0.458614
524288,25,14335040,21712980,0.458614
524288,26,13998450,22019630,0.458614
524288,27,14594650,21585010,0.458614
524288,28,14030390,21749090,0.458614
524288,29,14493600,21767540,0.458614
524288,30,14274820,22031200,0.458614
1048576,1,27852950,43528400,0.893629
1048576,2,28046090,43280120,0.893629
1048576,3,27840210,43446220,0.893629
1048576,4,27789350,43216830,0.893629
1048576,5,28198310,43547060,0.893629
1048576,6,28090650,43877120,0.893629
1048576,7,27631590,42838590,0.893629
1048576,8,27656090,44057020,0.893629
1048576,9,27601900,44078050,0.893629
1048576,10,27750970,43457910,0.893629
1048576,11,28321090,43239420,0.893629
1048576,12,28226460,43355600,0.893629
1048576,13,27796330,43515620,0.893629
1048576,14,28009450,43138560,0.893629
1048576,15,27597320,42864090,0.893629
1048576,16,27544320,43657810,0.893629
1048576,17,27456070,42906930,0.893629
1048576,18,27995430,43336200,0.893629
1048576,19,27315960,43516460,0.893629
1048576,20,27674630,43045290,0.893629
1048576,21,28095410,43017740,0.893629
1048576,22,27957460,43151760,0.893629
1048576,23,27824730,43188910,0.893629
1048576,24,27983220,43160220,0.893629
1048576,25,28158290,43238320,0.893629
1048576,26,27492840,43933900,0.893629
1048576,27,27594600,43695490,0.893629
1048576,28,29489840,43162800,0.893629
1048576,29,27880170,43512570,0.893629
1048576,30,27881230,42825460,0.893629
