size_bytes,round_index,enc_ns,dec_ns,energy_mWh
65536,12,2674920,3380850,0.076508
65536,13,2581700,3404720,0.076508
65536,14,2651260,3539600,0.076508
65536,15,2267540,3620410,0.076508
65536,16,2861300,3389050,0.076508
65536,17,2629900,3390080,0.076508
65536,18,2600670,3407660,0.076508
65536,19,2398840,3719040,0.076508
65536,20,2666820,3344970,0.076508
65536,21,2642100,3476280,0.076508
65536,22,2451890,3592180,0.076508
65536,23,2444820,3598160,0.076508
65536,24,2757480,3350880,0.076508
65536,25,2484140,3800550,0.076508
65536,26,2632890,3372250,0.076508
65536,27,2628850,3414720,0.076508
65536,28,2757600,3429940,0.076508
65536,29,2681210,3232930,0.076508
65536,30,2639910,3453310,0.076508
131072,1,5433810,6074930,0.144359
131072,2,4729560,6918670,0.144359
131072,3,4678600,6456570,0.144359
131072,4,4675850,6570980,0.144359
131072,5,4845860,6547410,0.144359
131072,6,4649670,6593610,0.144359
131072,7,4934120,6667500,0.144359
131072,8,4755750,6425160,0.144359
131072,9,4765150,6568720,0.144359
131072,10,4983520,6788690,0.144359
131072,11,5190270,6227340,0.144359
131072,12,4852480,6615750,0.144359
131072,13,4731010,6576210,0.144359
131072,14,4822240,6565830,0.144359
131072,15,4751230,6076480,0.144359
131072,16,5212340,6297620,0.144359
131072,17,5204420,6513620,0.144359
131072,18,4769640,6613360,0.144359
131072,19,4723160,6495040,0.144359
131072,20,4750950,6524240,0.144359
131072,21,4815370,6452570,0.144359
131072,22,4713690,6583480,0.144359
131072,23,4723070,6548060,0.144359
131072,24,4820440,6503100,0.144359
131072,25,4875260,6502010,0.144359
131072,26,4763210,6704350,0.144359
131072,27,4667820,6481290,0.144359
131072,28,5004110,6250450,0.144359
131072,29,5010940,6511390,0.144359
131072,30,4920490,6576440,0.144359
262144,1,8665160,12436650,0.267097
262144,2,8758530,12384020,0.267097
262144,3,8984660,12522880,0.267097
262144,4,8915460,12187480,0.267097
262144,5,8814080,12558310,0.267097
262144,6,9388470,12169180,0.267097
262144,7,9052170,12354430,0.267097
262144,8,8645020,12083410,0.267097
262144,9,8934690,12221960,0.267097
262144,10,9185100,12085960,0.267097
262144,11,9025390,12081830,0.267097
262144,12,9046270,12173950,0.267097
262144,13,9075420,12815840,0.267097
262144,14,8824750,12431380,0.267097
262144,15,8993120,12481260,0.267097
262144,16,9441710,12127500,0.267097
262144,17,9295120,12251890,0.267097
262144,18,8952600,12422190,0.267097
262144,19,8791580,12638760,0.267097
262144,20,8838180,12598470,0.267097
262144,21,9092130,12149010,0.267097
262144,22,8927460,12608900,0.267097
262144,23,8919480,12396180,0.267097
262144,24,9065130,11694110,0.267097
262144,25,9146670,12404230,0.267097
262144,26,9267410,12180860,0.267097
262144,27,9083120,12135080,0.267097
262144,28,9226860,12210060,0.267097
262144,29,8883300,12529940,0.267097
262144,30,8979170,12160240,0.267097
524288,1,18122410,24220930,0.529576
524288,2,17932130,24595850,0.529576
524288,3,18081850,24123080,0.529576
524288,4,18383280,24462950,0.529576
524288,5,17909780,24582040,0.529576
524288,6,17844030,24628350,0.529576
524288,7,18393020,24300490,0.529576
524288,8,17336040,24704170,0.529576
524288,9,18078210,24781370,0.529576
524288,10,18076710,24349320,0.529576
524288,11,17439700,24450730,0.529576
524288,12,17269240,24008610,0.529576
524288,13,17608580,24366800,0.529576
524288,14,17212460,24568490,0.529576
524288,15,17999660,26289370,0.529576
524288,16,17727990,24422010,0.529576
524288,17,17797200,24199960,0.529576
524288,18,17512670,23794820,0.529576
524288,19,18072800,24782210,0.529576
524288,20,17884830,23924940,0.529576
524288,21,17523200,24494610,0.529576
524288,22,17843210,24493680,0.529576
524288,23,17966400,24609810,0.529576
524288,24,18173100,24585280,0.529576
524288,25,17914830,24804490,0.529576
524288,26,18200480,24376230,0.529576
524288,27,17773170,24758310,0.529576
524288,28,17013080,24866070,0.529576
524288,29,17754870,24852730,0.529576
524288,30,18173670,24362500,0.529576
1048576,1,33237410,48453630,1.028542
1048576,2,33309460,49000240,1.028542
1048576,3,33147700,50026410,1.028542
1048576,4,33532980,48522130,1.028542
1048576,5,32691130,49207210,1.028542
1048576,6,33566720,48635070,1.028542
1048576,7,33302660,48884680,1.028542
1048576,8,33046350,48483440,1.028542
1048576,9,33066450,47890610,1.028542
1048576,10,33723880,48457480,1.028542
1048576,11,33294390,48567890,1.028542
1048576,12,33636270,48771180,1.028542
1048576,13,33134500,48652740,1.028542
1048576,14,33490140,48664360,1.028542
1048576,15,32883560,48921250,1.028542
1048576,16,32797570,48475280,1.028542
1048576,17,32773560,48688650,1.028542
1048576,18,33136990,48496680,1.028542
1048576,19,32896070,48990560,1.028542
1048576,20,33125950,48758100,1.028542
1048576,21,32678840,48767320,1.028542
1048576,22,32911390,49857160,1.028542
1048576,23,33574750,48971990,1.028542
1048576,24,33011550,48519780,1.028542
1048576,25,32847370,48247800,1.028542
1048576,26,35064940,48719720,1.028542
1048576,27,33103570,49135900,1.028542
1048576,28,32934710,49912540,1.028542
1048576,29,33090920,49085550,1.028542
1048576,30,32957420,50207100,1.028542
