size_bytes,round_index,enc_ns,dec_ns,energy_mWh
32768,19,2329490,2334630,0.059606
32768,20,2202530,2466460,0.059606
32768,21,1843290,2300910,0.059606
32768,22,2049030,2516030,0.059606
32768,23,1604800,2670710,0.059606
32768,24,1774280,2469620,0.059606
32768,25,2191580,2073810,0.059606
32768,26,2051890,2209050,0.059606
32768,27,2045000,2555900,0.059606
32768,28,1714550,2759460,0.059606
32768,29,2096210,2638560,0.059606
32768,30,1578310,2588710,0.059606
65536,1,3964880,4731070,0.105979
65536,2,3643370,4578100,0.105979
65536,3,3800850,4541970,0.105979
65536,4,3912790,4320660,0.105979
65536,5,3743540,5025670,0.105979
65536,6,4145390,4706880,0.105979
65536,7,3627100,4543400,0.105979
65536,8,3766150,4506170,0.105979
65536,9,3635200,4499010,0.105979
65536,10,3625310,4426260,0.105979
65536,11,3928620,4211130,0.105979
65536,12,4063170,4653350,0.105979
65536,13,3565890,4636930,0.105979
65536,14,4105250,4519140,0.105979
65536,15,4001630,5374210,0.105979
65536,16,4288360,5079620,0.105979
65536,17,4117660,4613110,0.105979
65536,18,4272500,4637000,0.105979
65536,19,4431860,4246360,0.105979
65536,20,3789620,4326860,0.105979
65536,21,4055480,4550310,0.105979
65536,22,3671700,4474960,0.105979
65536,23,3537650,4801770,0.105979
65536,24,3591200,4420960,0.105979
65536,25,3637200,4518000,0.105979
65536,26,3709230,4460350,0.105979
65536,27,3864910,4474250,0.105979
65536,28,3758790,4247880,0.105979
65536,29,3936310,4538680,0.105979
65536,30,3519830,4411070,0.105979
131072,1,7026800,8806850,0.208194
131072,2,7466320,9013780,0.208194
131072,3,7334570,8872230,0.208194
131072,4,7149900,9204620,0.208194
131072,5,7113940,8887680,0.208194
131072,6,7204170,9004530,0.208194
131072,7,7404410,8850170,0.208194
131072,8,7477430,9193420,0.208194
131072,9,10387460,10696830,0.208194
131072,10,7186500,9041760,0.208194
131072,11,7067210,8915630,0.208194
131072,12,7474360,9131040,0.208194
131072,13,7208730,8835960,0.208194
131072,14,7031880,8786190,0.208194
131072,15,6925670,8627590,0.208194
131072,16,7153880,8914250,0.208194
131072,17,6997310,8859130,0.208194
131072,18,7141180,9119200,0.208194
131072,19,7044210,8566090,0.208194
131072,20,7137320,8460610,0.208194
131072,21,7033840,8481320,0.208194
131072,22,7806790,8394450,0.208194
131072,23,7087170,10289120,0.208194
131072,24,8410350,10211960,0.208194
131072,25,7755130,9563420,0.208194
131072,26,8194320,9658770,0.208194
131072,27,7973270,9572070,0.208194
131072,28,7973310,9927110,0.208194
131072,29,7285250,8930790,0.208194
131072,30,6965160,8892100,0.208194
262144,1,15133380,17410310,0.419330
262144,2,13709590,18026680,0.419330
262144,3,14500430,17516890,0.419330
262144,4,16353270,19551700,0.419330
262144,5,17024150,19524140,0.419330
262144,6,16481960,19429940,0.419330
262144,7,14037250,17531010,0.419330
262144,8,16106920,17234070,0.419330
262144,9,16445310,17847690,0.419330
262144,10,16015090,18375150,0.419330
262144,11,14353120,18573290,0.419330
262144,12,13851590,17957610,0.419330
262144,13,13780580,17948730,0.419330
262144,14,15614890,18331120,0.419330
262144,15,14664500,18833470,0.419330
262144,16,14344800,17679630,0.419330
262144,17,14956490,18679250,0.419330
262144,18,13879140,19722590,0.419330
262144,19,15768810,19780400,0.419330
262144,20,14280420,17785580,0.419330
262144,21,14411180,20225660,0.419330
262144,22,15625670,17860680,0.419330
262144,23,15273450,18246940,0.419330
262144,24,15756820,19055000,0.419330
262144,25,14401340,17242900,0.419330
262144,26,14580610,17759700,0.419330
262144,27,14036930,18061910,0.419330
262144,28,14436280,17898840,0.419330
262144,29,15371710,19361010,0.419330
262144,30,13887070,17767770,0.419330
524288,1,31789830,35205080,0.796944
524288,2,28161940,34525920,0.796944
524288,3,29605880,34065680,0.796944
524288,4,29396390,34974970,0.796944
524288,5,27258800,34005780,0.796944
524288,6,30333210,35749570,0.796944
524288,7,29323360,33957820,0.796944
524288,8,27590980,34693030,0.796944
524288,9,27882580,35306820,0.796944
524288,10,27243480,35723540,0.796944
524288,11,27692860,34878110,0.796944
524288,12,27843400,34920080,0.796944
524288,13,28315890,34126830,0.796944
524288,14,27746620,34588400,0.796944
524288,15,28290900,35334400,0.796944
524288,16,27894810,34947140,0.796944
524288,17,27528970,34270360,0.796944
524288,18,27785950,36240930,0.796944
524288,19,28064440,35080720,0.796944
524288,20,27954450,34899950,0.796944
524288,21,28495250,34518220,0.796944
524288,22,27466820,37004610,0.796944
524288,23,28270050,33840380,0.796944
524288,24,27282500,33837020,0.796944
524288,25,27298070,37662720,0.796944
524288,26,27103540,34110660,0.796944
524288,27,27552160,37336720,0.796944
524288,28,28286520,38239790,0.796944
524288,29,29066430,34841370,0.796944
524288,30,29745880,36408750,0.796944
1048576,1,54510340,70613010,1.538283
1048576,2,53466770,69752850,1.538283
1048576,3,57759180,74567250,1.538283
1048576,4,53554530,69046900,1.538283
1048576,5,52142860,67799850,1.538283
1048576,6,52746970,68789180,1.538283
