size_bytes,round_index,enc_ns,dec_ns,enc_mem_bytes,dec_mem_bytes,energy_mWh,method
1024,1,7021834,7283819,20480,14745,6.300993e-05,INTEGRATION
1024,2,7391865,7322923,19660,14745,6.300993e-05,INTEGRATION
1024,3,7475157,7798153,19660,15564,6.300993e-05,INTEGRATION
1024,4,7300250,7486600,19660,14745,6.300993e-05,INTEGRATION
1024,5,7711703,7896326,20480,15564,6.300993e-05,INTEGRATION
2048,1,8689342,7851765,39321,28672,3.566462e-05,INTEGRATION
2048,2,7658203,7718230,38502,27852,3.566462e-05,INTEGRATION
2048,3,7373430,7519650,38502,27852,3.566462e-05,INTEGRATION
2048,4,7659630,7553907,39321,27852,3.566462e-05,INTEGRATION
2048,5,7300750,7799326,38502,28672,3.566462e-05,INTEGRATION
4096,1,8453876,8110303,75366,55705,3.925149e-05,INTEGRATION
4096,2,8161311,8688919,75366,55705,3.925149e-05,INTEGRATION
4096,3,8045553,8456969,75366,55705,3.925149e-05,INTEGRATION
4096,4,7826800,8208119,75366,55705,3.925149e-05,INTEGRATION
4096,5,7864892,8250200,75366,55705,3.925149e-05,INTEGRATION
8192,1,10281596,8672092,150732,109772,4.956382e-05,INTEGRATION
8192,2,8361692,8577692,150732,109772,4.956382e-05,INTEGRATION
8192,3,8320784,8861711,150732,109772,4.956382e-05,INTEGRATION
8192,4,8634046,8703753,150732,109772,4.956382e-05,INTEGRATION
8192,5,8536015,8859550,150732,109772,4.956382e-05,INTEGRATION
16384,1,11000953,12736180,313753,235929,8.201806e-05,INTEGRATION
16384,2,10986523,13642769,313753,235929,8.201806e-05,INTEGRATION
16384,3,10959850,13646507,313753,235929,8.201806e-05,INTEGRATION
16384,4,10935584,15115892,313753,235929,8.201806e-05,INTEGRATION
16384,5,10969503,13994200,313753,235929,8.201806e-05,INTEGRATION
32768,1,16513888,21021273,296372,145436,1.380005e-04,INTEGRATION
32768,2,16273153,21077092,296372,145436,1.380005e-04,INTEGRATION
32768,3,16352153,17367246,297198,143797,1.380005e-04,INTEGRATION
32768,4,16543430,20784153,296372,145436,1.380005e-04,INTEGRATION
32768,5,16378942,20860119,295552,145465,1.380005e-04,INTEGRATION
65536,1,26987465,29494803,487859,208719,2.359927e-04,INTEGRATION
65536,2,27243926,28662157,143011,205442,2.359927e-04,INTEGRATION
65536,3,26687907,28744107,307635,238005,2.359927e-04,INTEGRATION
65536,4,27056642,28709319,139727,220187,2.359927e-04,INTEGRATION
65536,5,26830703,28497673,190518,207914,2.359927e-04,INTEGRATION
131072,1,48391138,52518784,520450,298831,4.592449e-04,INTEGRATION
131072,2,47632734,51469046,285340,304565,4.592449e-04,INTEGRATION
131072,3,47723780,51145996,167785,345320,4.592449e-04,INTEGRATION
131072,4,47784896,56517734,497306,374402,4.592449e-04,INTEGRATION
131072,5,47683996,51315619,263017,421563,4.592449e-04,INTEGRATION
262144,1,89041573,96746569,594766,337573,8.884905e-04,INTEGRATION
262144,2,88925557,98240153,760674,371359,8.884905e-04,INTEGRATION
262144,3,89495000,96838753,292918,384429,8.884905e-04,INTEGRATION
262144,4,88893373,99484603,627942,367058,8.884905e-04,INTEGRATION
262144,5,89873234,98706911,629588,338589,8.884905e-04,INTEGRATION
