algorithm,device,size_bytes,rounds,enc_ms_mean,enc_ms_median,enc_ms_std,enc_ms_min,enc_ms_max,dec_ms_mean,dec_ms_median,dec_ms_std,dec_ms_min,dec_ms_max,total_time_ms_mean,total_time_ms_median,total_time_ms_std,total_time_ms_min,total_time_ms_max,energy_J_mean,energy_J_median,energy_J_std,energy_J_min,energy_J_max,enc_mem_bytes_mean,enc_mem_bytes_median,enc_mem_bytes_std,enc_mem_bytes_min,enc_mem_bytes_max,dec_mem_bytes_mean,dec_mem_bytes_median,dec_mem_bytes_std,dec_mem_bytes_min,dec_mem_bytes_max,total_mem_bytes_mean,total_mem_bytes_median,total_mem_bytes_std,total_mem_bytes_min,total_mem_bytes_max,throughput_kb_per_ms_mean,throughput_kb_per_ms_median,throughput_kb_per_ms_std,throughput_kb_per_ms_min,throughput_kb_per_ms_max,size_kb,size_mb
AES-GCM,D1,8192,5,1.4837832,1.490356,0.04859510317099865,1.417409,1.546803,2.6356118000000004,2.631196,0.09118597041869982,2.550052,2.77495,4.119395,4.090781,0.11862223317953516,3.967461,4.265306,0.000169789464,0.000169789464,0.0,0.000169789464,0.000169789464,90340.6,90275.0,89.8264994308479,90275,90439,45383.0,45383.0,0.0,45383,45383,135723.6,135658.0,89.8264994308479,135658,135822,1.943321740965887,1.9556167880900983,0.055966223482987916,1.8755981399693247,2.0164029337654483,8.0,0.0078125
AES-GCM,D1,16384,5,1.8246002000000001,1.863262,0.0981716944042426,1.694465,1.93864,2.8118152,2.786889,0.21072671507120305,2.531036,3.120522,4.6364154,4.635759,0.28599548143510944,4.2255009999999995,4.99241,0.000238177836,0.000238177836,0.0,0.000238177836,0.000238177836,160769.0,186449.0,35392.16684522155,118751,186613,81642.0,106332.0,33808.77548802973,44322,106332,242411.0,292781.0,69169.06001963594,163073,292945,3.4616667799146974,3.451430499299036,0.2176792946802413,3.204864985047302,3.7865332418570015,16.0,0.015625
AES-GCM,D1,32768,5,2.005758,1.858849,0.3408589866124993,1.819939,2.612126,3.3807222,3.463766,0.22847337216883706,3.104363,3.645744,5.386480199999999,5.418042,0.24850915942013108,5.041357,5.716489,0.000330649164,0.000330649164,0.0,0.000330649164,0.000330649164,255906.6,273375.0,43051.75720920111,178997,277427,55349.2,61035.0,9384.432092566924,41740,62346,311255.8,322655.0,40530.33578321304,241343,339772,5.950995544215141,5.90619267993862,0.27651217463174665,5.597841612220368,6.347497310743913,32.0,0.03125
AES-GCM,D1,65536,5,2.271242,2.266781,0.03329869544741953,2.240602,2.321735,4.121936,4.078138,0.08359528152653127,4.05104,4.246009,6.393178000000001,6.372775000000001,0.05995238890569755,6.3312539999999995,6.486611,0.0005296917600000001,0.0005296917600000001,0.0,0.0005296917600000001,0.0005296917600000001,208321.8,251542.0,66976.46055294352,117232,264813,36648.4,21062.0,25666.81153357386,13237,70989,244970.2,264943.0,84679.87242668708,138126,335802,10.011370925966714,10.042720792747271,0.09333381840247788,9.866477271413377,10.108581964963024,64.0,0.0625
AES-GCM,D1,131072,5,3.0294442,3.023226,0.09490791198419654,2.915902,3.173228,7.0308508000000005,6.939371,0.22753317652531463,6.890313,7.431766,10.060295,9.940435,0.19011286925139967,9.924114,10.347667999999999,0.00082555704,0.00082555704,0.0,0.00082555704,0.00082555704,255641.6,226272.0,177914.22966924257,110026,545600,56867.0,56939.0,8903.991773356487,43054,67757,312508.6,269326.0,175950.35324573805,174548,602539,12.726876419288992,12.876700063930803,0.2375749919732431,12.369936878531474,12.897876828097703,128.0,0.125
AES-GCM,D1,262144,5,4.5981942,4.50763,0.34088803481011193,4.380293,5.197513,12.6838104,12.685956,0.09147615423048772,12.572354,12.816374,17.2820046,17.092483,0.32317170021259545,17.076857,17.829691,0.0014002956,0.0014002956,0.0,0.0014002956,0.0014002956,357308.8,291683.0,280706.18720950914,141360,846446,59836.8,40102.0,44128.91334148168,40101,138777,417145.6,331784.0,323845.8953704678,181462,985223,14.817162170546831,14.977344134260656,0.2717907070374608,14.358072722628787,14.991048996896794,256.0,0.25
ASCON,D1,1024,5,2.7375385999999997,2.860904,0.28007747265408556,2.383113,2.991723,2.878265,2.971076,0.25701558060164365,2.469336,3.081503,5.6158036000000005,5.929496,0.5249591451558874,4.852449,6.069107,0.00020672452800000004,0.000206724528,0.0,0.000206724528,0.000206724528,11271.8,11141.0,179.10527630418943,11141,11468,6225.0,6225.0,0.0,6225,6225,17496.8,17366.0,179.10527630418943,17366,17693,0.17939510301743233,0.16864839777276178,0.0177561018920832,0.1647688860980701,0.20608150647229884,1.0,0.0009765625
ASCON,D1,2048,5,2.9157284,2.919292,0.040957079794584704,2.860904,2.967427,3.1398254000000003,3.119552,0.1124193391627969,3.01464,3.323218,6.0555538,6.021471,0.10859631798408237,5.980456,6.242509999999999,0.00013031406,0.00013031406,0.0,0.00013031406,0.00013031406,21364.4,21299.0,146.23884572848635,21299,21626,11599.2,11468.0,179.65299886169436,11468,11796,32963.6,33094.0,179.4708890043167,32767,33095,0.3303586728993321,0.3321447533335293,0.005809819341945043,0.32038394812343113,0.33442265940924903,2.0,0.001953125
ASCON,D1,4096,5,2.9678080000000002,2.895803,0.12450444564753504,2.881906,3.175587,3.2987154000000003,3.317956,0.13356195454469813,3.103089,3.441784,6.2665234,6.337587,0.2049583749662361,5.984995,6.493543000000001,0.000139601304,0.000139601304,0.0,0.000139601304,0.000139601304,41680.6,41615.0,146.6860593239866,41615,41943,21822.8,21954.0,179.65299886169416,21626,21954,63503.4,63569.0,274.424488703177,63241,63897,0.6388652636388067,0.6311550437098536,0.021131986911587845,0.6159965368674697,0.668338068787025,4.0,0.00390625
ASCON,D1,8192,5,3.0010486,2.88611,0.20830002505592757,2.861446,3.357967,3.5105910000000002,3.500389,0.0640525174407688,3.434504,3.592383,6.5116396,6.386499000000001,0.2539792967277059,6.2959499999999995,6.914496,0.00015317013600000002,0.00015317013600000002,0.0,0.00015317013600000002,0.00015317013600000002,84344.2,84213.0,179.65299886169416,84213,84541,42926.0,42926.0,0.0,42926,42926,127270.2,127139.0,179.65299886169416,127139,127467,1.2300234300083643,1.2526424884745146,0.04661765806627914,1.1569896056053832,1.2706581214907997,8.0,0.0078125
ASCON,D1,16384,5,3.2725188000000003,3.191852,0.25998675438510316,3.085366,3.720555,5.3218476,5.2869,0.22033357075647814,5.108301,5.680566,8.5943664,8.60557,0.352301180834382,8.213693,9.007455,0.00022528242000000002,0.00022528242000000002,0.0,0.00022528242000000002,0.00022528242000000002,181599.6,181534.0,146.68605932398864,181534,181862,103710.0,103710.0,0.0,103710,103710,285309.6,285244.0,146.68605932398052,285244,285572,1.8641897524122313,1.8592609205433226,0.07640770711552916,1.7763064039731533,1.9479666454541218,16.0,0.015625
ASCON,D1,32768,5,4.180922600000001,3.917306,0.5758025995597796,3.845101,5.203716,6.231861,6.21979,0.30635426490992435,5.786675,6.614953,10.412783600000001,10.291544,0.6310419762173513,9.703980999999999,11.423506,0.00034245856800000003,0.00034245856800000003,0.0,0.00034245856800000003,0.00034245856800000003,210954.0,209480.0,2944.7566113347957,209478,216197,60456.8,59020.0,2050.74198767178,58993,63334,271410.8,268498.0,4799.02778695852,268473,279531,3.0818781049007686,3.10934880130717,0.18039660353164708,2.801241580299428,3.297615689890572,32.0,0.03125
ASCON,D1,65536,5,5.5168628,5.37947,0.3369642124836104,5.338627,6.118143,7.4519232,7.46032,0.04967151549630796,7.370313,7.49846,12.968786,12.82717,0.36302767413105036,12.768829,13.616603,0.00055135764,0.00055135764,0.0,0.00055135764,0.00055135764,281028.8,301802.0,34626.701470108295,232747,308522,76785.2,81111.0,11421.685720593086,56698,85288,357814.0,365220.0,32478.45549745246,313858,387421,4.937910784470968,4.98940919937913,0.13328404526695833,4.700144375216051,5.012205896092743,64.0,0.0625
