algorithm,device,size_bytes,rounds,enc_ms_mean,enc_ms_median,enc_ms_std,enc_ms_min,enc_ms_max,dec_ms_mean,dec_ms_median,dec_ms_std,dec_ms_min,dec_ms_max,total_time_ms_mean,total_time_ms_median,total_time_ms_std,total_time_ms_min,total_time_ms_max,energy_J_mean,energy_J_median,energy_J_std,energy_J_min,energy_J_max,enc_mem_bytes_mean,enc_mem_bytes_median,enc_mem_bytes_std,enc_mem_bytes_min,enc_mem_bytes_max,dec_mem_bytes_mean,dec_mem_bytes_median,dec_mem_bytes_std,dec_mem_bytes_min,dec_mem_bytes_max,total_mem_bytes_mean,total_mem_bytes_median,total_mem_bytes_std,total_mem_bytes_min,total_mem_bytes_max,throughput_kb_per_ms_mean,throughput_kb_per_ms_median,throughput_kb_per_ms_std,throughput_kb_per_ms_min,throughput_kb_per_ms_max,size_kb,size_mb
Elephant,D1,2048,5,16.5098242,16.399292,0.4568786549585127,15.990607,17.097192,16.9290672,16.929538,0.43758622901914973,16.298238,17.52553,33.4388914,33.395430000000005,0.5722406087471431,32.860337,34.378453,0.000165962484,0.000165962484,0.0,0.000165962484,0.000165962484,141884.8,142540.0,897.1695491934635,140902,142540,132710.0,132710.0,0.0,132710,132710,274594.8,275250.0,897.1695491934635,273612,275250,0.05982442168186873,0.059888433836605776,0.0010100280198383016,0.058175974352307244,0.060863648476885676,2.0,0.001953125
Elephant,D1,4096,5,18.5003238,18.41473,0.18880373234843484,18.35483,18.798553,18.5482518,18.549107,0.06117908181478324,18.465623,18.633915,37.04857560000001,36.963837,0.24533706174220496,36.825376000000006,37.432468,0.00024084781200000004,0.00024084781200000001,0.0,0.00024084781200000001,0.00024084781200000001,281804.0,281804.0,0.0,281804,281804,263782.0,263782.0,0.0,263782,263782,545586.0,545586.0,0.0,545586,545586,0.10797013451828837,0.10821387400880488,0.0007117382965606159,0.10685910424073561,0.1086207510820799,4.0,0.00390625
Elephant,D1,8192,5,25.6569612,25.424777,0.5833109672453448,25.316484,26.688061,25.635121200000004,25.562346,0.10488737257506234,25.556523,25.77433,51.292082400000005,51.095138000000006,0.5460601827420684,50.873007,52.250407,0.00038148588000000005,0.00038148588000000005,0.0,0.00038148588000000005,0.00038148588000000005,560659.8,560332.0,732.9830830244425,560332,561971,519372.0,519372.0,0.0,519372,519372,1080031.8,1079704.0,732.9830830244181,1079704,1081343,0.15598345497432717,0.15657067018783663,0.0016395489911714958,0.15310885520949147,0.15725431759911498,8.0,0.0078125
Elephant,D1,16384,5,39.9685764,39.933138,0.4069543091635726,39.40813,40.438284,40.292436599999995,40.199723,0.3321735852883252,39.879569,40.640284,80.261013,80.04841400000001,0.5152623969779894,79.81270699999999,81.063422,0.0007297974,0.0007297974,0.0,0.0007297974,0.0007297974,513733.6,513728.0,1168.8726620124146,512089,515395,436891.0,437544.0,898.2727870752915,435906,437553,950624.6,951272.0,899.8059790865924,949636,951301,0.19935613341498612,0.19987903820305544,0.0012741564844036483,0.19737632097495217,0.2004693312807947,16.0,0.015625
Elephant,D1,32768,5,68.68910580000001,67.931015,1.5747481250516502,67.789669,71.480584,68.55364879999999,68.477569,0.31544831440934845,68.257015,69.043292,137.24275459999998,136.603161,1.5482389343285403,136.115053,139.95815299999998,0.00137816532,0.00137816532,0.0,0.00137816532,0.00137816532,208457.8,206210.0,16818.514134726644,190007,232016,729998.8,735323.0,29793.587249607925,687811,769320,938456.6,936618.0,36242.53831894229,884188,975530,0.2331869135141981,0.23425519413858953,0.0025951947606379943,0.22863977063201174,0.23509523226648563,32.0,0.03125
Elephant,D1,65536,5,124.04901939999999,124.117538,0.2065624129404907,123.714376,124.263961,126.7254656,126.216584,1.460816598258414,125.243915,128.51613,250.774485,250.480545,1.364355561471598,249.261599,252.230506,0.00271208484,0.00271208484,0.0,0.00271208484,0.00271208484,824132.6,779240.0,84299.14294226246,741557,915228,626115.8,642432.0,80121.89821890144,528978,731228,1450248.4,1403655.0,146907.25091124672,1298388,1646456,0.25521541650622054,0.2555088659680136,0.001387691407622384,0.2537361598917777,0.256758362526592,64.0,0.0625
Elephant,D1,131072,5,235.6356582,235.755846,1.1932416751887311,234.180092,237.257561,241.5200456,241.700161,0.7535226049086329,240.325938,242.39253,477.15570379999997,477.21763,0.7684333484087387,475.88025300000004,477.89473,0.005234058,0.005234058,0.0,0.005234058,0.005234058,984115.8,1035163.0,135710.48271485884,768908,1105591,561770.6,732456.0,326566.6272084458,193101,841819,1545886.4,1610727.0,311275.8862035413,1131173,1855683,0.26825680786252626,0.26822144018442906,0.0004326253221537794,0.26784141352636387,0.2689752289427315,128.0,0.125
Elephant,D1,262144,5,459.40916720000007,459.484246,1.9962340673155683,456.77153,462.266338,473.2932012,473.157392,1.703346089742405,471.399223,476.036307,932.7023684,932.486622,2.7744947400522046,929.9289220000001,935.53523,0.0083965752,0.0083965752,0.0,0.0083965752,0.0083965752,975767.0,985597.0,16668.534323689044,951191,990514,701999.4,739009.0,92148.39677281423,591564,794740,1677766.4,1704945.0,102316.93135937963,1542755,1780337,0.2744732088201337,0.2745347696795161,0.000816333525627265,0.27364014928652125,0.2752898570456549,256.0,0.25
GIFT-COFB,D1,1024,5,6.7990396,6.86318,0.5920227542462368,6.11345,7.601688,7.012114200000001,7.048876,0.7097087700241562,6.031373,7.9352,13.8111538,13.912056,1.2947642475766385,12.144823,15.536888000000001,0.00015776784000000001,0.00015776784000000001,0.0,0.00015776784000000001,0.00015776784000000001,19660.0,19660.0,0.0,19660,19660,14908.8,14745.0,366.26793471446575,14745,15564,34568.8,34405.0,366.26793471446473,34405,35224,0.07291954844647677,0.07188010169021747,0.0068789234543488766,0.0643629535078067,0.08233961087782012,1.0,0.0009765625
GIFT-COFB,D1,2048,5,7.5147326,7.371742,0.33568226497135634,7.278861,8.098034,7.509917199999999,7.477157,0.12220750429576699,7.39015,7.702953,15.0246498,14.848899,0.4362076719312714,14.764137999999999,15.800987,9.910843200000002e-05,9.910843200000001e-05,0.0,9.910843200000001e-05,9.910843200000001e-05,38993.4,39321.0,448.5847745967313,38502,39321,28180.0,27852.0,449.13249715423603,27852,28672,67173.4,67173.0,579.4741581813623,66354,67993,0.13320112326265054,0.13469012079616138,0.0037260317235980104,0.12657437158830648,0.1354633775436128,2.0,0.001953125
GIFT-COFB,D1,4096,5,8.076974,8.056876,0.20721480274222698,7.79338,8.292584,8.238108800000001,8.24423,0.18612477457797033,8.0292,8.471353,16.3150828,16.344834,0.19068980829923765,16.086076,16.536814,0.00011584958399999999,0.00011584958399999999,0.0,0.00011584958399999999,0.00011584958399999999,75366.0,75366.0,0.0,75366,75366,55541.2,55705.0,366.26793471446575,54886,55705,130907.2,131071.0,366.26793471446575,130252,131071,0.24519873598925476,0.24472564236504332,0.002869125954957713,0.24188456131876432,0.2486622592110096,4.0,0.00390625
GIFT-COFB,D1,8192,5,9.1029016,8.545307,1.4263815086526828,8.332288,11.645326,8.7460178,8.780476,0.10022868106834391,8.594257,8.857092,17.8489194,17.402399,1.3451186395871575,17.075141000000002,20.239583000000003,0.000172706328,0.000172706328,0.0,0.000172706328,0.000172706328,150732.0,150732.0,0.0,150732,150732,109772.0,109772.0,0.0,109772,109772,260504.0,260504.0,0.0,260504,260504,0.45006963058748506,0.45970673353714053,0.030910723084425884,0.39526506054991345,0.46851736099865876,8.0,0.0078125
GIFT-COFB,D1,16384,5,11.194473400000001,10.944492,0.5807700222689698,10.915753,12.232815,14.5509718,14.366076,0.488675949049265,14.191138,15.406,25.7454452,25.310568,0.7199732994137362,25.106891,26.707168000000003,0.000314554392,0.000314554392,0.0,0.000314554392,0.000314554392,313753.0,313753.0,0.0,313753,313753,235929.0,235929.0,0.0,235929,235929,549682.0,549682.0,0.0,549682,549682,0.6218536505911297,0.6321470146383124,0.017187521818433412,0.5990901019531535,0.6372752404907481,16.0,0.015625
GIFT-COFB,D1,32768,5,16.3537642,16.257907,0.21284362879752908,16.118861,16.63315,22.123264799999998,21.954803,1.183109391692375,20.634938,23.74658,38.477029,38.073663999999994,1.1797161303398374,37.268088,40.262899000000004,0.00054400608,0.00054400608,0.0,0.00054400608,0.00054400608,296536.0,296372.0,366.7151483099655,296372,297192,146910.4,147074.0,684.6870087857698,146255,147892,443446.4,443447.0,818.7504503815464,442627,444266,0.832280705748064,0.8404759783560627,0.02510626236167582,0.7947763522939567,0.8586434592512501,32.0,0.03125
GIFT-COFB,D1,65536,5,26.6946734,26.678861,0.11576126332370347,26.543907,26.825342,28.7521816,28.678876,0.19955693635476476,28.513526,29.001507,55.44685499999999,55.357737,0.3044147178496781,55.145832999999996,55.826848999999996,0.0009225784799999999,0.0009225784799999999,0.0,0.0009225784799999999,0.0009225784799999999,205622.0,141366.0,91754.70955760255,136450,308454,220966.0,215272.0,11157.208701104411,214454,240462,426588.0,381828.0,89616.9574913141,350904,523932,1.1542862291332,1.1561166237702238,0.0063284570136428455,1.1464017967412061,1.1605591305511698,64.0,0.0625
GIFT-COFB,D1,131072,5,48.3023928,47.754969,1.420803376153854,47.545523,50.837488,51.54077099999999,51.554911,0.10451725444394175,51.382892,51.676061,99.8431638,99.310703,1.4271570506677635,98.928415,102.371745,0.00167656032,0.0016765603200000001,0.0,0.0016765603200000001,0.0016765603200000001,289386.4,263017.0,51572.898733734175,258921,379753,312112.4,298830.0,60330.13743395585,259926,415008,601498.8,564381.0,75084.71437782793,518847,686775,1.2822164856819334,1.2888842404025675,0.017999776120768064,1.2503450048643794,1.2938648617790955,128.0,0.125
GIFT-COFB,D1,262144,5,89.2602356,89.360826,0.31864809997284127,88.859496,89.67563,96.9704572,97.011876,0.2326906089267537,96.661307,97.2198,186.23069279999999,186.25471900000002,0.46983790060105524,185.520803,186.824026,0.00261310572,0.00261310572,0.0,0.00261310572,0.00261310572,395299.4,292904.0,180060.58014957077,219169,634496,277956.2,346577.0,120759.7943303151,106523,384429,673255.6,648506.0,273421.8948288524,399427,981073,1.3746461491317534,1.3744618196760963,0.0034711755960719383,1.3702734358160122,1.3798991588021534,256.0,0.25
Grain-128AEAD,D1,1024,5,7.1156234,7.397119,0.5498186506342796,6.515373,7.714107,7.262711,7.449846,0.5529563073507704,6.399338,7.772815,14.3783344,15.043368000000001,1.0484066230090783,12.943614,15.169934,0.000151334712,0.000151334712,0.0,0.000151334712,0.000151334712,11632.0,11468.0,366.7151483099654,11468,12288,7044.4,7372.0,448.5847745967311,6553,7372,18676.4,18840.0,685.5831824075037,18021,19660,0.06985719764538915,0.06647447566263086,0.005284184576768627,0.06591986491173923,0.07725817534422766,1.0,0.0009765625
Grain-128AEAD,D1,2048,5,8.433054799999999,8.029534,0.9011314388460198,7.795307,10.010492,8.0363294,7.995507,0.190120104817455,7.860726,8.355138,16.4693842,16.353664000000002,0.826715541402058,15.729457,17.871218,0.00011985098400000001,0.00011985098400000001,0.0,0.00011985098400000001,0.00011985098400000001,21954.2,22118.0,366.26793471446547,21299,22118,11960.0,12288.0,449.1324971542362,11468,12288,33914.2,33587.0,448.9501085866888,33586,34406,0.12167125030617651,0.12229675258095066,0.005825489701950045,0.1119117902316451,0.1271499709112654,2.0,0.001953125
Grain-128AEAD,D1,4096,5,8.590794800000001,8.447511,0.34656339840453465,8.404692,9.207757,8.7424272,8.746642,0.15095557187364814,8.512338,8.923707,17.333222,17.165680000000002,0.4666849646753148,16.918922000000002,18.131464,0.00014942181600000002,0.00014942181600000002,0.0,0.00014942181600000002,0.00014942181600000002,42598.0,42598.0,0.0,42598,42598,22773.2,22937.0,366.26793471446575,22118,22937,65371.2,65535.0,366.26793471446473,64716,65535,0.23090097752423916,0.23302310191032335,0.00604862221649819,0.22061097769049426,0.23642168218518883,4.0,0.00390625
Grain-128AEAD,D1,8192,5,11.064115,11.0224,0.07277024758443522,10.994692,11.160157,11.341595,11.324073,0.05975500877332373,11.292796,11.439353,22.40571,22.376057,0.11504134535678898,22.292788,22.562418,0.00024067015200000003,0.00024067015200000003,0.0,0.00024067015200000003,0.00024067015200000003,85196.0,85196.0,0.0,85196,85196,43417.0,43417.0,0.0,43417,43417,128613.0,128613.0,0.0,128613,128613,0.35705935819312856,0.3575250098799802,0.001830137773742661,0.35457192575724816,0.3588604529859612,8.0,0.0078125
Grain-128AEAD,D1,16384,5,16.326698,16.313103,0.05785869420838924,16.264138,16.395542,16.9106516,16.88363,0.10058629562370865,16.814553,17.058203,33.2373496,33.211415,0.13119591202777342,33.097336999999996,33.453745,0.00041305608,0.00041305608,0.0,0.00041305608,0.00041305608,182681.0,182681.0,0.0,182681,182681,104857.0,104857.0,0.0,104857,104857,287538.0,287538.0,0.0,287538,287538,0.48139213854857826,0.48176206885494033,0.0018941591996769504,0.478272313010098,0.48342257868057487,16.0,0.015625
Grain-128AEAD,D1,32768,5,27.714448800000003,27.657953,0.250333807909958,27.482461,28.041,27.883257800000003,27.85548,0.08063665398998031,27.828692,28.024357,55.597706599999995,55.506817999999996,0.22069572410289356,55.343171999999996,55.877203,0.0010437318,0.0010437318,0.0,0.0010437318,0.0010437318,37821.0,35865.0,2678.3633062002623,35865,40755,188416.0,188416.0,0.0,188416,188416,226237.0,224281.0,2678.3633062002623,224281,229171,0.5755705588931924,0.5765057546624273,0.0022829062651998997,0.5726843557291155,0.5782104430154456,32.0,0.03125
Grain-128AEAD,D1,65536,5,48.5222924,48.575876,0.2151830322325644,48.273188,48.77883,52.8364174,52.680942,0.7494391266389148,51.928303,53.8146,101.3587098,101.334926,0.7469655667764746,100.504179,102.125553,0.001674567,0.001674567,0.0,0.001674567,0.001674567,335325.0,334669.0,899.1824064115134,334668,336314,49424.0,49588.0,366.715148309966,48768,49588,384749.0,384257.0,1101.080832636734,383436,385902,0.6314482614398427,0.6315690209316381,0.004654002840526414,0.6266795931082988,0.6367894413624333,64.0,0.0625
Grain-128AEAD,D1,131072,5,91.2554104,91.3134,0.15745347319859015,91.023092,91.410569,99.58394419999999,99.529,0.8291790484781926,98.68663,100.887307,190.8393546,190.700257,0.8663113822764894,190.00002999999998,192.297876,0.0029703204,0.0029703204,0.0,0.0029703204,0.0029703204,355177.8,355176.0,6.942621983081869,355170,355188,96282.0,96282.0,0.0,96282,96282,451459.8,451458.0,6.942621983081869,451452,451470,0.6707322054466518,0.671210422123343,0.0030318324157671216,0.665633977153237,0.6736841041551415,128.0,0.125
Grain-128AEAD,D1,262144,5,176.7250732,176.183661,1.219283738023971,175.816584,178.849388,187.1845802,188.754384,2.7322762529401543,182.793507,189.274957,363.90965339999997,364.938045,1.5854334921537203,361.642895,365.091541,0.0058466772,0.0058466772,0.0,0.0058466772,0.0058466772,400234.8,411703.0,46183.02439966443,319136,429316,189670.2,189670.0,0.4472135955028051,189670,189671,589905.0,601374.0,46183.08648195787,508806,618986,0.7034820158357865,0.7014889335530912,0.003072158949246343,0.7011940054782041,0.7078806290387649,256.0,0.25
RSA-Hybrid,D1,1024,5,12.595372000000001,12.903815,0.7219658707819924,11.692646,13.432515,15.021944000000001,14.978284,1.7345200211146317,12.46083,17.217376,27.617316,27.923707,2.337229235809146,24.463290999999998,30.649891000000004,0.000156046608,0.000156046608,0.0,0.000156046608,0.000156046608,16384.0,16384.0,0.0,16384,16384,16711.6,16384.0,732.5358694289315,16384,18022,33095.6,32768.0,732.5358694289315,32768,34406,0.03642045416541272,0.03581186409096758,0.003129235707917066,0.03262654343534207,0.040877574484970154,1.0,0.0009765625
RSA-Hybrid,D1,2048,5,12.6233964,12.613507,0.5382925614243617,11.992761,13.314869,14.331339600000002,15.000038,1.130969757451675,12.450607,15.078423,26.954736000000004,27.69193,1.6039136745125966,24.443368,28.361299000000002,0.000119140848,0.000119140848,0.0,0.000119140848,0.000119140848,26214.0,26214.0,0.0,26214,26214,22281.8,22937.0,897.1695491934622,21299,22937,48495.8,49151.0,897.1695491934618,47513,49151,0.07441901464303706,0.07222320726652133,0.004636440991821644,0.07051863174532308,0.08182178495205734,2.0,0.001953125
RSA-Hybrid,D1,4096,5,13.695739399999999,13.484953,0.6015778506924933,13.267692,14.743938,16.2114796,16.362715,1.1292346502398423,14.586376,17.615446,29.907219000000005,29.847668000000002,0.8538939566146372,29.03283,31.243284,0.00012189769199999999,0.00012189769199999999,0.0,0.00012189769199999999,0.00012189769199999999,45875.0,45875.0,0.0,45875,45875,34406.0,34406.0,0.0,34406,34406,80281.0,80281.0,0.0,80281,80281,0.13383279174777085,0.13401381977312263,0.0037582093913364908,0.1280275146492283,0.13777506360902467,4.0,0.00390625
RSA-Hybrid,D1,8192,5,13.383098200000001,13.491223,0.9286342835948388,12.202646,14.341361,16.230713400000003,16.63953,1.4876110435302976,13.608984,17.193515,29.613811600000002,30.573900000000002,2.2596318711250953,25.81163,31.381815000000003,0.000124514424,0.000124514424,0.0,0.000124514424,0.000124514424,88473.0,88473.0,0.0,88473,88473,53739.2,54067.0,732.9830830244317,52428,54067,142212.2,142540.0,732.9830830244323,140901,142540,0.2715161307006769,0.26166109001468574,0.022497016651238662,0.2549247071910914,0.3099378071047818,8.0,0.0078125
RSA-Hybrid,D1,16384,5,13.5547534,13.63453,0.2654672861047092,13.101015,13.789138,15.9598798,16.507623,1.2006629725317175,13.819869,16.574984,29.514633200000002,30.142153,1.4508644085498479,26.920884,30.249384,0.000130467132,0.000130467132,0.0,0.000130467132,0.000130467132,186777.0,186777.0,0.0,186777,186777,115179.2,115507.0,732.9830830244302,113868,115507,301956.2,302284.0,732.9830830244262,300645,302284,0.543228040344607,0.5308180872149378,0.028583479360030164,0.5289363909030346,0.5943341236491342,16.0,0.015625
RSA-Hybrid,D1,32768,5,14.3146472,14.164884,0.545785598927546,13.688123,15.069946,17.4162656,18.029907,1.1858588133584027,15.665876,18.416307,31.7309128,32.416053000000005,1.6666186336310405,29.353999,33.486253,0.000156057048,0.000156057048,0.0,0.000156057048,0.000156057048,342752.8,342425.0,732.9830830244343,342425,344064,197099.2,197427.0,732.9830830244323,195788,197427,539852.0,539852.0,1158.9480143647513,538213,541491,1.0107647926261571,0.9871652171842141,0.054401124607137835,0.9556160254776789,1.0901410741343964,32.0,0.03125
RSA-Hybrid,D1,65536,5,15.604968600000001,15.466515,0.30069069449070135,15.439476,16.14083,25.864071799999998,25.407538,1.0532912147968394,24.878,27.591107,41.4690404,40.874052999999996,1.3392112194309786,40.343961,43.731937,0.000190895364,0.000190895364,0.0,0.000190895364,0.000190895364,663552.0,663552.0,0.0,663552,663552,361267.0,361267.0,0.0,361267,361267,1024819.0,1024819.0,0.0,1024819,1024819,1.5445685608318167,1.5657855118991995,0.04833644182469567,1.463461360058211,1.5863588604995924,64.0,0.0625
RSA-Hybrid,D1,131072,5,20.253615,20.263623,0.04640554486804314,20.196715,20.302376,31.9321596,31.328984,1.151699366304115,31.141192,33.890407,52.1857746,51.63136,1.169171380013341,51.337907,54.181145,0.000279086292,0.000279086292,0.0,0.000279086292,0.000279086292,662475.4,662472.0,6.54217089352757,662472,662487,73132.4,67731.0,12083.488519463244,67721,94748,735607.8,730203.0,12082.708417403785,730193,757222,2.453738008378626,2.4791134690234773,0.05369416964044456,2.362445459578235,2.4932843483471188,128.0,0.125
RSA-Hybrid,D1,262144,5,32.9788364,32.598615,2.558692916896985,29.391653,36.101715,37.007792,37.107423,0.35178172738077557,36.567023,37.421415,69.9866284,70.02003,2.545996381027731,66.499076,73.315222,0.00044690723999999993,0.00044690724,0.0,0.00044690724,0.00044690724,1024970.4,1025788.0,55289.708036848955,970900,1096250,778478.2,778778.0,750.4939706619764,777140,778917,1803448.6,1804566.0,55738.251190721814,1748040,1875167,3.6617333447380895,3.6560966911896493,0.13379829041300684,3.4917714632303776,3.8496775504068657,256.0,0.25
Xoodyak,D1,1024,5,2.6108348,2.540976,0.2439251795196635,2.385815,2.91901,2.6734552000000003,2.681398,0.22863516903508074,2.382221,2.898912,5.28429,5.222374,0.4673331882179994,4.768036,5.817922,0.00015284102399999998,0.00015284102399999998,0.0,0.00015284102399999998,0.00015284102399999998,11141.0,11141.0,0.0,11141,11141,6225.0,6225.0,0.0,6225,6225,17366.0,17366.0,0.0,17366,17366,0.19042504898691892,0.19148379644966063,0.016764713246115837,0.17188267563573384,0.20972996009258318,1.0,0.0009765625
Xoodyak,D1,2048,5,2.9546322,2.994073,0.12388466456022708,2.744073,3.057447,3.1598588,3.120349,0.09208190653271676,3.095704,3.315758,6.114491,6.1205110000000005,0.043591331070523515,6.059831000000001,6.177796,0.00010156935599999999,0.000101569356,0.0,0.000101569356,0.000101569356,21495.2,21626.0,179.10527630418923,21299,21626,11664.8,11796.0,179.65299886169447,11468,11796,33160.0,33095.0,146.46330598481023,33094,33422,0.3271050997114406,0.3267701013853255,0.0023281600576872093,0.32374005227754366,0.3300422074476994,2.0,0.001953125
Xoodyak,D1,4096,5,3.0684114,3.044093,0.16902690561061576,2.90475,3.330498,3.3381969999999996,3.333936,0.20604104269174153,3.119896,3.582855,6.4066084000000005,6.453239,0.36045520676749865,6.055778999999999,6.913353,0.00010806976800000002,0.000108069768,0.0,0.000108069768,0.000108069768,41811.8,41943.0,179.6529988616954,41615,41943,21888.4,21954.0,146.6860593239866,21626,21954,63700.2,63897.0,293.37211864797194,63241,63897,0.6259198320332879,0.6198437714766182,0.034787480803236806,0.5785904466327699,0.6605260859090136,4.0,0.00390625
Xoodyak,D1,8192,5,3.2465046,3.099452,0.319491189882131,3.035501,3.8084,3.558217,3.531829,0.12448162238659981,3.429601,3.731021,6.804721600000001,6.822456000000001,0.3397285516442501,6.465102,7.340229,0.00013075480799999999,0.00013075480799999999,0.0,0.00013075480799999999,0.00013075480799999999,84344.2,84213.0,179.65299886169416,84213,84541,42926.0,42926.0,0.0,42926,42926,127270.2,127139.0,179.65299886169416,127139,127467,1.1779340105324008,1.1725982549392768,0.057124629064345574,1.0898842529299835,1.2374128049333173,8.0,0.0078125
Xoodyak,D1,16384,5,3.6761346,3.597213,0.1852773662169772,3.57346,4.006861,5.2740048,5.376896,0.21311834169939498,5.04006,5.487555,8.950139400000001,8.950356,0.34820334779091355,8.646116000000001,9.494416000000001,0.00021121776,0.00021121776,0.0,0.00021121776,0.00021121776,181730.8,181862.0,179.65299886169248,181534,181862,103710.0,103710.0,0.0,103710,103710,285440.8,285572.0,179.65299886169248,285244,285572,1.7897993569199016,1.7876383911433245,0.068071391258715,1.685201069765639,1.850541908066003,16.0,0.015625
Xoodyak,D1,32768,5,4.932659,4.887616,0.10001917959821517,4.851943,5.095809,6.6872258,6.736349,0.4384506633815257,6.041723,7.244787,11.6198848,11.588292,0.48717151679434306,11.001263,12.340596,0.000325580328,0.000325580328,0.0,0.000325580328,0.000325580328,216336.6,216216.0,288.3050467820483,216196,216852,62974.2,62678.0,1528.301410062818,61941,65628,279310.8,278877.0,1437.2789221302864,278161,281824,2.757738240513537,2.761407807121188,0.11453625889713631,2.593067628176143,2.9087569309087513,32.0,0.03125
Xoodyak,D1,65536,5,7.620791199999999,7.447632,0.3849497776511889,7.436129,8.309075,9.5370728,9.44926,0.18585047486541464,9.432856,9.867527,17.157864,16.956253,0.3809992966069629,16.875692,17.758335000000002,0.00058434552,0.00058434552,0.0,0.00058434552,0.00058434552,138724.2,91033.0,102731.77763574425,89312,322282,83060.6,86681.0,5534.562340420423,74150,86681,221784.8,177714.0,104871.99982693189,163462,408963,3.7315156448949667,3.7744187940578615,0.08149591522730694,3.603941473116708,3.792437074580408,64.0,0.0625
Xoodyak,D1,131072,5,12.591961999999999,12.579518,0.03069324386571056,12.565641,12.642075,16.6378406,16.638426,0.037062286644241514,16.587267,16.677001,29.2298026,29.237847,0.055635479339177785,29.166785,29.311255000000003,0.0011117804400000001,0.0011117804400000001,0.0,0.0011117804400000001,0.0011117804400000001,126978.2,124292.0,18478.46528259314,104798,156244,110767.2,81438.0,76695.83448727838,62514,247008,237745.4,201296.0,92825.41812348599,186806,403252,4.379104864209075,4.377887332128115,0.008329801681330216,4.366923217719609,4.388553623582442,128.0,0.125
Xoodyak,D1,262144,5,22.6693106,22.6691,0.026174233671684265,22.636676,22.705235,31.318388199999998,31.2529,0.5870189505856692,30.775593,32.204529,53.9876988,53.934455,0.5923859260424735,53.412269,54.858516,0.00217600272,0.00217600272,0.0,0.00217600272,0.00217600272,380419.4,434676.0,174116.60019739644,127652,529879,152763.6,154440.0,29287.48422620147,111840,193012,533183.0,546516.0,177134.74396769257,288071,722891,4.742275543857295,4.746502027321867,0.051791548826673924,4.666549857090557,4.792906289002626,256.0,0.25
AES,D2,1024,5,1.5575614,1.407221,0.31754919151022887,1.352886,2.102532,1.4132608,1.312985,0.2188318744223519,1.255091,1.793466,2.9708221999999997,2.826811,0.36972035046667384,2.658353,3.502389,0.000317863656,0.000317863656,0.0,0.000317863656,0.000317863656,11162.8,11632.0,6843.706795297414,0,17489,16555.4,14417.0,6163.175910194354,11141,27033,27718.2,25312.0,11030.879280456296,14417,42925,0.34059850684148624,0.35375552168149904,0.04017716737210803,0.2855193983306823,0.3761727656184111,1.0,0.0009765625
AES,D2,2048,5,1.497152,1.410243,0.2639707365523686,1.322289,1.964067,1.6123752,1.565466,0.18292679784465696,1.363085,1.797043,3.1095272,3.119332,0.28624533189591045,2.785419,3.529533,0.000313721208,0.000313721208,0.0,0.000313721208,0.000313721208,30613.0,31006.0,10302.181273885642,21790,46981,21102.2,17858.0,16942.969226201174,0,46735,51715.2,47308.0,15092.62812435263,31498,68525,0.6474592464840845,0.6411629156498891,0.05821414873696539,0.5666472023352664,0.7180248285805475,2.0,0.001953125
AES,D2,4096,5,1.6400314000000003,1.59644,0.15933693893852732,1.4825,1.854947,1.7679058,1.782975,0.04160165519183105,1.723264,1.809831,3.4079372,3.379415,0.1569725988706309,3.237507,3.5782109999999996,0.00035386106400000003,0.00035386106400000003,0.0,0.00035386106400000003,0.00035386106400000003,62922.2,82083.0,36857.93262921837,0,88473,39927.4,30105.0,42852.574179388575,0,89210,102849.6,118578.0,72681.45999703088,0,171293,1.1757172021935562,1.1836368128803358,0.053926789300909043,1.117877062029042,1.2355185641297455,4.0,0.00390625
AES,D2,8192,5,1.8589054,1.745733,0.2257112064769935,1.676394,2.22716,2.1869642,2.206283,0.13309234194047379,1.964871,2.307117,4.0458696000000005,4.0312,0.11291756846168804,3.933352,4.192031,0.0005193529200000001,0.0005193529200000001,0.0,0.0005193529200000001,0.0005193529200000001,55920.0,51507.0,30848.803485710756,19577,105194,41810.6,29339.0,30749.617986244968,12481,90545,97730.6,82025.0,51344.15033672288,32058,157090,1.9785512018943359,1.9845207382417145,0.054916012574802525,1.908382834000989,2.0338886527318176,8.0,0.0078125
AES,D2,16384,5,2.2894166,2.32847,0.08531750509010445,2.172738,2.377502,2.8375741999999997,2.777784,0.1539570345557488,2.71996,3.100538,5.1269908,5.086573,0.11448194765420407,5.006457,5.273275999999999,0.00069350724,0.00069350724,0.0,0.00069350724,0.00069350724,68569.8,48969.0,57931.07803416056,0,131492,49637.8,24844.0,58707.6921127036,13344,153499,118207.6,139594.0,75989.99238583987,19520,202468,3.1219768759907045,3.145536297228016,0.0693029336869103,3.03416699600021,3.195872849801766,16.0,0.015625
AES,D2,32768,5,3.5044812,3.465584,0.14879884305228988,3.378316,3.759787,4.9115362,4.599531,0.6404252366023687,4.403494,5.955258,8.4160174,8.359318,0.6466942360117336,7.78181,9.420842,0.0012830184,0.0012830184,0.0,0.0012830184,0.0012830184,141698.4,133902.0,101909.10863755015,9676,278521,88341.6,77911.0,88736.43806971294,0,234413,230040.0,194802.0,108254.04854323002,98118,356432,3.8195736799440922,3.8280634855618603,0.281919193812495,3.3967239870915997,4.112153856236531,32.0,0.03125
